"id","response_id","respondent_id","object","response","originality_rater01","utility_rater01","surprise_rater01","originality_rater02","utility_rater02","surprise_rater02","originality","utility","surprise","human","semdis"
519,2022050015,"cmpl-59yPPmCqhzNQFwIKtWPlXRnuU5ZS5","book","weight to keep paper from flying away in the wind",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.540864199399948
520,2022050016,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Bookend",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.900806628167629
521,2022050017,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.847085744142532
522,2022050018,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Paperweight",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.939968153834343
523,2022050019,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Decoration",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.86568520963192
524,2022050020,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Cat bed/house",NA,NA,NA,4,3,4,4,3,4,"GPT-3",0.704076647758484
525,2022050021,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Dog house/kennel",NA,NA,NA,5,3,4,5,3,4,"GPT-3",0.75176203250885
526,2022050022,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Bird house",NA,NA,NA,5,3,4,5,3,4,"GPT-3",0.675856232643127
527,2022050023,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Planter",NA,NA,NA,5,2,4,5,2,4,"GPT-3",0.972957577556372
528,2022050024,"cmpl-59yPTYdTaZ7HRdXeSnCHerNyww3Uc","book","Halloween decoration",NA,NA,NA,2,3,2,2,3,2,"GPT-3",0.814558729529381
529,2022050025,"cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi","book","doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.847085744142532
530,2022050026,"cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi","book","prop up a wobbly table",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.675155222415924
531,2022050027,"cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi","book","paperweight",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.939968153834343
532,2022050028,"cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi","book","make a papier-mâché sculpture",NA,NA,NA,3,3,3,3,3,3,"GPT-3",0.744595736265182
532,2022050028,"cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi","book","make a papier-mache sculpture",NA,NA,NA,3,3,3,3,3,3,"GPT-3",0.744595736265182
533,2022050029,"cmpl-59yPVaQPKEJza6W5xOwmv6du0dusi","book","used as fuel for a bonfire",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.626053482294083
534,2022050030,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","paperweight",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.939968153834343
535,2022050031,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","prop up a table leg",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.669636011123657
536,2022050032,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","use as a doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.567381829023361
537,2022050033,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","birdhouse",NA,NA,NA,5,3,5,5,3,5,"GPT-3",0.931035481393337
538,2022050034,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","carve into a sculpture",NA,NA,NA,4,3,3,4,3,3,"GPT-3",0.659142166376114
539,2022050035,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","As part of a piñata",NA,NA,NA,5,4,4,5,4,4,"GPT-3",0.603137731552124
539,2022050035,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","As part of a pinata",NA,NA,NA,5,4,4,5,4,4,"GPT-3",0.603137731552124
540,2022050036,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","As fuel for a fire",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.64947709441185
541,2022050037,"cmpl-59yPazYVZuHkYy7MRitdCvkE3vH7H","book","line the bottom of a birdcage",NA,NA,NA,4,4,4,4,4,4,"GPT-3",0.609166443347931
543,2022050039,"cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH","book","doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.847085744142532
544,2022050040,"cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH","book","keep a table level",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.608821928501129
545,2022050041,"cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH","book","help with balance when doing Yoga or Pilates",3,5,3,4,5,3,3,5,3,"GPT-3",0.594761997461319
546,2022050042,"cmpl-59yPeOk1Dadl9K2qbtcBmQknDu7UH","book","stacked and used as a makeshift stool or end table",NA,NA,NA,3,3,3,3,3,3,"GPT-3",0.626092076301575
548,2022050044,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4","book","door stop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.734890192747116
549,2022050045,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4","book","paperweight",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.939968153834343
550,2022050046,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4","book","prop up a wobbly table or chair",2,4,2,3,4,2,2,4,2,"GPT-3",0.652368813753128
551,2022050047,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4","book","make a makeshift stool or step stool",3,3,2,3,4,3,3,3,2,"GPT-3",0.708546966314316
552,2022050048,"cmpl-59yPjn4R6xhOoKgPm64iK8kcGbDc4","book","can",NA,NA,NA,4,1,2,4,1,2,"GPT-3",0.661421716213226
553,2022050049,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy","book","doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.847085744142532
554,2022050050,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy","book","prop up a wobbly table",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.675155222415924
555,2022050051,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy","book","keep your computer screen from getting scratched",4,2,3,4,1,3,4,2,3,"GPT-3",0.617073178291321
556,2022050052,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy","book","makes a great paperweight",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.557513147592545
557,2022050053,"cmpl-59yPn4UNvYsNpZQzAYkIZElaYO5Gy","book","fan yourself on a hot day",NA,NA,NA,3,5,2,3,5,2,"GPT-3",0.553721994161606
559,2022050055,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1","book","can make a great doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.505586057901382
560,2022050056,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1","book","If you're craftyyou can turn an old book into a unique journal.",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.389639437198639
561,2022050057,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1","book","Don't have a coaster? No problem! Use a book instead",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.457845747470856
562,2022050058,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1","book","can also be used as a paperweight to keep your papers from blowing away",NA,NA,NA,1,5,1,1,5,1,"GPT-3",0.528172194957733
563,2022050059,"cmpl-59yPqFCEaAhcYUpEWRfnp097rHus1","book","Tired of traditional placecards",NA,NA,NA,4,3,4,4,3,4,"GPT-3",0.638536691665649
564,2022050060,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz","book","doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.847085744142532
565,2022050061,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz","book","prop up a wobbly table",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.675155222415924
566,2022050062,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz","book","kill a spider",NA,NA,NA,1,5,1,1,5,1,"GPT-3",0.703139305114746
567,2022050063,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz","book","paperweight",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.939968153834343
568,2022050064,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz","book","start a fire in an emergency situation",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.623315185308456
569,2022050065,"cmpl-59yPtlzHCZNKllLyUwK7VyA5kx0dz","book","can",NA,NA,NA,4,1,2,4,1,2,"GPT-3",0.661421716213226
570,2022050066,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A","book","Make a book into a lampshade",NA,NA,NA,4,3,5,4,3,5,"GPT-3",0.371529400348663
571,2022050067,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A","book","Use old books as wall decor in your home",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.459091246128082
572,2022050068,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A","book","jewelry box",NA,NA,NA,5,3,4,5,3,4,"GPT-3",0.697866797447205
573,2022050069,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A","book","Make a purse out of an old book",NA,NA,NA,5,3,5,5,3,5,"GPT-3",0.373400211334229
574,2022050070,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A","book","Create a memory box by decoupaging an old book with photos and mementos",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.430070996284485
575,2022050071,"cmpl-59yPwhlYbej0ZZ97vhCtmafSY4p2A","book","Cover the top of a coffee table",NA,NA,NA,2,4,3,2,4,3,"GPT-3",0.532139390707016
576,2022050072,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC","book","Using a book as a doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.3501917719841
577,2022050073,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC","book","Tearing out pages of a book to use as confetti",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.383567333221436
578,2022050074,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC","book","Making a paper airplanes out of the pages of a book",2,5,1,2,5,2,2,5,1,"GPT-3",0.33404552936554
579,2022050075,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC","book","Creating a sculpture by stacking books in an interesting way",NA,NA,NA,4,4,3,4,4,3,"GPT-3",0.406712472438812
580,2022050076,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC","book","Building a fort by surrounding yourself with stacked books",NA,NA,NA,4,3,4,4,3,4,"GPT-3",0.480956435203552
581,2022050077,"cmpl-59yPzZM1aaw99c6pJfULbmXj7zKGC","book","Drawing on the pages of a book",NA,NA,NA,1,5,1,1,5,1,"GPT-3",0.290417611598969
582,2022050078,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc","book","doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.847085744142532
583,2022050079,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc","book","prop up a table or other surface",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.629042327404022
584,2022050080,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc","book","paperweight",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.939968153834343
585,2022050081,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc","book","stacked and arranged to create interesting sculptures or shapes",NA,NA,NA,3,4,3,3,4,3,"GPT-3",0.590586572885513
586,2022050082,"cmpl-59yQ3nFTwCh0Ju7tUhCjR3uhbKnbc","book","cut open and its pages used as wrapping paper or for other crafts",NA,NA,NA,3,4,3,3,4,3,"GPT-3",0.495399415493011
587,2022050083,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1","book","doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.847085744142532
588,2022050084,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1","book","level a table or shelf",2,4,2,3,4,3,2,4,2,"GPT-3",0.60074371099472
589,2022050085,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1","book","paperweight",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.939968153834343
590,2022050086,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1","book","prop up a window or door",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.650795549154282
591,2022050087,"cmpl-59yQ6KeBFDs03m3DiOrFtkPWEdmK1","book","make artsuch as by decoupaging it onto another surface",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.606542438268661
592,2022050088,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V","book","Turn it into a piece of art by painting or drawing on the cover",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.474082112312317
593,2022050089,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V","book","Use it as a doorstop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.535715281963348
594,2022050090,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V","book","Decorate with it by wrapping it in pretty paper and ribbon",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.537377566099167
595,2022050091,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V","book","Cut out images from the pages to make a collage",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.493758678436279
596,2022050092,"cmpl-59yQA83xSiX0uLxUO233dkSCcDg1V","book","Make a mobile out of old books by hanging them from the ceiling with string or wire",NA,NA,NA,5,3,5,5,3,5,"GPT-3",0.51680800318718
597,2022050093,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz","book","Make a lamp shade out of an old book",NA,NA,NA,4,3,5,4,3,5,"GPT-3",0.420210361480713
598,2022050094,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz","book","Cut out the pages of an old book and use them as coasters",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.398369610309601
599,2022050095,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz","book","Use an old book as a door stop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.414895474910736
600,2022050096,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz","book","Stack a few books together to use as a makeshift stool or table",NA,NA,NA,3,3,3,3,3,3,"GPT-3",0.488491296768188
601,2022050097,"cmpl-59yQEubI50PnbC2ed2DRGlzz5mwTz","book","Tear out the pages of an old book and use them as wall art or",NA,NA,NA,3,4,2,3,4,2,"GPT-3",0.406072854995728
602,2022050098,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi","book","door stop",NA,NA,NA,2,5,2,2,5,2,"GPT-3",0.734890192747116
603,2022050099,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi","book","start a fire",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.63919198513031
604,2022050100,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi","book","make paper airplanes",NA,NA,NA,2,4,2,2,4,2,"GPT-3",0.531791239976883
605,2022050101,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi","book","coaster for your beverage",NA,NA,NA,2,5,1,2,5,1,"GPT-3",0.664097130298615
606,2022050102,"cmpl-59yQHVhoEhfh6tcQ6R0iFiW2zt8Bi","book","given as a gifteven if you haven't read it yet!",NA,NA,NA,1,5,1,1,5,1,"GPT-3",0.471158146858215
608,2022050104,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
609,2022050105,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj","fork","remove lint from clothing",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.712709993124008
610,2022050106,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj","fork","toothpick",2,4,2,3,4,2,2,4,2,"GPT-3",0.547669321298599
611,2022050107,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj","fork","apply makeupsuch as mascara or lipstick.",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.759048104286194
612,2022050108,"cmpl-59yQLBAmoJlusWtDBmMlzl0gpifCj","fork","style hairsuch as in braids or upd",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.79944235086441
613,2022050109,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8","fork","Use a fork to eat cake without getting your hands dirty",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.492609202861786
614,2022050110,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8","fork","Stick a fork in an electrical outlet to see if it's still working",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.568961322307587
615,2022050111,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8","fork","Use a fork to test the doneness of meat",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.436245262622833
616,2022050112,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8","fork","Hold a fork like a microphone and give impromptu speeches",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.565776497125626
617,2022050113,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8","fork","Juggle forks with friends for entertainment",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.544011026620865
618,2022050114,"cmpl-59yQOBRnDIgoPxtl0iZBI8Kty9nl8","fork","Make music with",3,4,2,NA,NA,NA,3,4,2,"GPT-3",0.791475206613541
619,2022050115,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Fork as a bookmark",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.377465605735779
620,2022050116,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Use fork to apply makeup",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.464751601219177
621,2022050117,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Paint with a fork",3,2,3,NA,NA,NA,3,2,3,"GPT-3",0.370565712451935
622,2022050118,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Draw with a fork",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.363338708877563
623,2022050119,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Eat an entire meal with a fork",1,4,1,NA,NA,NA,1,4,1,"GPT-3",0.474995195865631
624,2022050120,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Cook with a fork",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.316942155361176
625,2022050121,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Clean with a fork",2,3,2,NA,NA,NA,2,3,2,"GPT-3",0.34744781255722
626,2022050122,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Decorate with a fork",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.348304927349091
627,2022050123,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Play music with a fork",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.49864786863327
628,2022050124,"cmpl-59yQQcHGSj7HN8K98VSctR3gsTTV5","fork","Use as a utensil",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.598818838596344
629,2022050125,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh","fork","Use a fork to eat soup without making a mess",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.483836889266968
630,2022050126,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh","fork","Stick a fork in your hair to hold it back while you cook",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.528206169605255
631,2022050127,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh","fork","Use a fork to play the drums",3,4,2,NA,NA,NA,3,4,2,"GPT-3",0.486849546432495
632,2022050128,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh","fork","Use a fork to open a bottle of beer",2,4,1,NA,NA,NA,2,4,1,"GPT-3",0.497729241847992
633,2022050129,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh","fork","Use a fork as a bookmark in your favorite book",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.582245767116547
634,2022050130,"cmpl-59yQUX94gZwoEVKJ3agTr74VCxKeh","fork","Stick a few forks in the ground",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.456066012382507
635,2022050131,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr","fork","Pick up leaves with a fork",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.414852917194366
636,2022050132,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr","fork","Make a mini garden rake",2,4,3,NA,NA,NA,2,4,3,"GPT-3",0.594914942979813
637,2022050133,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr","fork","Scrape the bottom of your shoes with a fork",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.44310986995697
638,2022050134,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr","fork","Get lint out of your clothes with a fork",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.510015964508057
639,2022050135,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr","fork","Curl your hair with a fork (tines facing in)",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.462802708148956
640,2022050136,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr","fork","Use as chopsticks!",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.604105204343796
641,2022050137,"cmpl-59yQXu3UYI29IndH5n0C9QgqxQAUr","fork","Eat spaghetti like Lady",1,5,2,NA,NA,NA,1,5,2,"GPT-3",0.650982052087784
642,2022050138,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ","fork","Use a fork to eat your cereal instead of a spoon",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.448634922504425
643,2022050139,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ","fork","Stick a fork in an electrical outlet to see if it's still working",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.568961322307587
644,2022050140,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ","fork","Use a fork as a comb for your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.52780869603157
645,2022050141,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ","fork","Use a fork to play the piano",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.512126922607422
646,2022050142,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ","fork","Stick forks into the ground to make garden markers",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.470310091972351
647,2022050143,"cmpl-59yQcLCdVJkTgq0PnFY4gTc695mRZ","fork","Make wind chimes out of",3,3,3,NA,NA,NA,3,3,3,"GPT-3",0.713021665811539
648,2022050144,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj","fork","Use a fork to eat soup without making a mess",2,3,1,NA,NA,NA,2,3,1,"GPT-3",0.483836889266968
649,2022050145,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj","fork","Use a fork to stir your coffee or tea",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.485126852989197
650,2022050146,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj","fork","Use a fork to eat yogurt without getting your hands messy",2,4,1,NA,NA,NA,2,4,1,"GPT-3",0.492193162441254
651,2022050147,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj","fork","Use a fork to get the last bit of ketchup out of the bottle",2,4,1,NA,NA,NA,2,4,1,"GPT-3",0.557732969522476
652,2022050148,"cmpl-59yQgge4lJCoANiACsRX2AMbQJjCj","fork","Use a fork to eat ice cream without dripping it all over yourself",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.524309515953064
653,2022050149,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj","fork","eat foodof course!",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.721532374620438
654,2022050150,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj","fork","play the forks - a musical instrument made by rubbing two metal forks together",3,4,4,NA,NA,NA,3,4,4,"GPT-3",0.501231729984283
655,2022050151,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj","fork","hold back your hair while you're washing your face",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.700043052434921
656,2022050152,"cmpl-59yQkIKSqxqQnIUEZhuNVQvkADELj","fork","dig in the dirt - great for small planting jobs",2,5,3,NA,NA,NA,2,5,3,"GPT-3",0.676895469427109
658,2022050154,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62","fork","bookmark",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.895510077476501
659,2022050155,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62","fork","hold down a stack of papers",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.68226820230484
660,2022050156,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62","fork","scrape dirt off your shoes",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.573842734098434
661,2022050157,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62","fork","pick up small objects like coins or beads",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.677667230367661
662,2022050158,"cmpl-59yQp1CEjEldmRnr4EScobvJeZK62","fork","hairpin or bobby pin",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.630602419376373
663,2022050159,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6","fork","Use a fork to comb your hair",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.473223924636841
664,2022050160,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6","fork","Use a fork as a toothpick",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.367766082286835
665,2022050161,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6","fork","Stick a fork in an electrical outlet to see if it's still working",3,3,2,NA,NA,NA,3,3,2,"GPT-3",0.568961322307587
666,2022050162,"cmpl-59yQtsvXwW0njm8gXQFJeXv6u3Ny6","fork","Use a fork to pick up small items like paperclips or coins off the floor",2,4,1,NA,NA,NA,2,4,1,"GPT-3",0.546619445085526
668,2022050164,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg","fork","back scratcher",2,5,1,NA,NA,NA,2,5,1,"GPT-3",0.778024300932884
669,2022050165,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg","fork","pick up small items like coins or beads",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.685038477182388
670,2022050166,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg","fork","fluff up a pillow",3,4,3,NA,NA,NA,3,4,3,"GPT-3",0.670222997665405
671,2022050167,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg","fork","mix paints together",2,5,2,NA,NA,NA,2,5,2,"GPT-3",0.821027263998985
672,2022050168,"cmpl-59yQwHV6vCOakJVZ1CHiqG682ktNg","fork","hairpin or hair tie",2,4,2,NA,NA,NA,2,4,2,"GPT-3",0.703383266925812
673,2022050169,"cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq","fork","stir a drink",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.644997775554657
674,2022050170,"cmpl-59yR0KAeBWyKIom3Ru5Zw3lv9SAPq","fork","eat food with one hand",1,5,1,NA,NA,NA,1,5,1,"GPT-3",0.658508211374283
